code,label
03015000,Environmental issues — Operating environment — Radar services/coverage — (general)
03015010,Environmental issues — Operating environment — Radar services/coverage — Surface/taxi
03015015,Environmental issues — Operating environment — Radar services/coverage — Approach/departure
03015020,Environmental issues — Operating environment — Radar services/coverage — En route
03015025,Environmental issues — Operating environment — Radar services/coverage — Weather radar
03016000,Environmental issues — Operating environment — Communication system — (general)
03016010,Environmental issues — Operating environment — Communication system — VHF/HF radio
03016015,Environmental issues — Operating environment — Communication system — Transponder
03016020,Environmental issues — Operating environment — Communication system — Datalink
03016025,Environmental issues — Operating environment — Communication system — Written communication
03016030,Environmental issues — Operating environment — Communication system — Visual communication
03017000,Environmental issues — Operating environment — Airport facilities/design — (general)
03017010,Environmental issues — Operating environment — Airport facilities/design — Airport lighting
03017015,Environmental issues — Operating environment — Airport facilities/design — Runway lighting
03017020,Environmental issues — Operating environment — Airport facilities/design — Taxiway lighting
03017025,Environmental issues — Operating environment — Airport facilities/design — Obstruction markings/lighting
03017030,Environmental issues — Operating environment — Airport facilities/design — Runway markings/signage
03017035,Environmental issues — Operating environment — Airport facilities/design — Runway/landing area condition
03017037,Environmental issues — Operating environment — Airport facilities/design — Runway/landing area length
03017040,Environmental issues — Operating environment — Airport facilities/design — Taxiway markings/signage
03017045,Environmental issues — Operating environment — Airport facilities/design — Taxiway condition
03017050,Environmental issues — Operating environment — Airport facilities/design — Airport communication
03017055,Environmental issues — Operating environment — Airport facilities/design — Ramp facilities
03017060,Environmental issues — Operating environment — Airport facilities/design — Emergency/fire/rescue services
03017065,Environmental issues — Operating environment — Airport facilities/design — Fuel service/equipment
03017070,Environmental issues — Operating environment — Airport facilities/design — Ground support/equipment
03017075,Environmental issues — Operating environment — Airport facilities/design — Snow removal service/equipment
03017080,Environmental issues — Operating environment — Airport facilities/design — Security
03020000,Environmental issues — Physical environment — (general) — (general)
03021000,Environmental issues — Physical environment — Terrain — (general)
03021010,Environmental issues — Physical environment — Terrain — Mountainous/hilly terrain
03021015,Environmental issues — Physical environment — Terrain — Rough terrain
03021017,Environmental issues — Physical environment — Terrain — Sloped/uneven
03021020,Environmental issues — Physical environment — Terrain — Water
03021025,Environmental issues — Physical environment — Terrain — High elevation
03021030,Environmental issues — Physical environment — Terrain — Snowy/icy
03021035,Environmental issues — Physical environment — Terrain — Wet/muddy
03022000,Environmental issues — Physical environment — Object/animal/substance — (general)
03022010,Environmental issues — Physical environment — Object/animal/substance — Pole
03022012,Environmental issues — Physical environment — Object/animal/substance — Runway/taxi/approach light
03022015,Environmental issues — Physical environment — Object/animal/substance — Sign/marker
03022017,Environmental issues — Physical environment — Object/animal/substance — Tower/antenna (incl guy wires)
03022020,Environmental issues — Physical environment — Object/animal/substance — Tree(s)
03022022,Environmental issues — Physical environment — Object/animal/substance — Residence/building
03022025,Environmental issues — Physical environment — Object/animal/substance — Ground vehicle
03022027,Environmental issues — Physical environment — Object/animal/substance — Wall/barricade
03022030,Environmental issues — Physical environment — Object/animal/substance — Wind sock
03022032,Environmental issues — Physical environment — Object/animal/substance — Wire
03022035,Environmental issues — Physical environment — Object/animal/substance — Person
03022037,Environmental issues — Physical environment — Object/animal/substance — Bridge/overpass
03022040,Environmental issues — Physical environment — Object/animal/substance — Aircraft
03022042,Environmental issues — Physical environment — Object/animal/substance — Airport structure
03022045,Environmental issues — Physical environment — Object/animal/substance — Animal(s)/bird(s)
03022047,Environmental issues — Physical environment — Object/animal/substance — Fence/fence post
03022050,Environmental issues — Physical environment — Object/animal/substance — Ground equipment
03022052,Environmental issues — Physical environment — Object/animal/substance — Hidden/submerged object
03022055,Environmental issues — Physical environment — Object/animal/substance — Debris/dirt/foreign object
03022057,Environmental issues — Physical environment — Object/animal/substance — Water/moisture
03022060,Environmental issues — Physical environment — Object/animal/substance — Snow/ice
03023000,Environmental issues — Physical environment — Runway/land/takeoff/taxi surface — (general)
03023010,Environmental issues — Physical environment — Runway/land/takeoff/taxi surface — Wet
03023015,Environmental issues — Physical environment — Runway/land/takeoff/taxi surface — Snow/slush/ice covered
03023020,Environmental issues — Physical environment — Runway/land/takeoff/taxi surface — Soft
03023025,Environmental issues — Physical environment — Runway/land/takeoff/taxi surface — Glassy
03023030,Environmental issues — Physical environment — Runway/land/takeoff/taxi surface — Choppy
03030000,Environmental issues — Conditions/weather/phenomena — (general) — (general)
03031000,Environmental issues — Conditions/weather/phenomena — Temp/humidity/pressure — (general)
03031010,Environmental issues — Conditions/weather/phenomena — Temp/humidity/pressure — Low temperature
03031015,Environmental issues — Conditions/weather/phenomena — Temp/humidity/pressure — High temperature
03031020,Environmental issues — Conditions/weather/phenomena — Temp/humidity/pressure — High density altitude
03031025,Environmental issues — Conditions/weather/phenomena — Temp/humidity/pressure — Conducive to structural icing
03031030,Environmental issues — Conditions/weather/phenomena — Temp/humidity/pressure — Conducive to carburetor icing
03031035,Environmental issues — Conditions/weather/phenomena — Temp/humidity/pressure — Temperature inversion
03031040,Environmental issues — Conditions/weather/phenomena — Temp/humidity/pressure — Thermal lifting
03032000,Environmental issues — Conditions/weather/phenomena — Turbulence — (general)
03032010,Environmental issues — Conditions/weather/phenomena — Turbulence — Terrain induced turbulence
03032015,Environmental issues — Conditions/weather/phenomena — Turbulence — Clear air turbulence
03032020,Environmental issues — Conditions/weather/phenomena — Turbulence — Convective turbulence
03032025,Environmental issues — Conditions/weather/phenomena — Turbulence — Wake turbulence
03033000,Environmental issues — Conditions/weather/phenomena — Convective weather — (general)
03033010,Environmental issues — Conditions/weather/phenomena — Convective weather — Thunderstorm
03033015,Environmental issues — Conditions/weather/phenomena — Convective weather — Tornado
03033020,Environmental issues — Conditions/weather/phenomena — Convective weather — Hurricane
03033025,Environmental issues — Conditions/weather/phenomena — Convective weather — Lightning
03033030,Environmental issues — Conditions/weather/phenomena — Convective weather — Hail
03034000,Environmental issues — Conditions/weather/phenomena — Wind — (general)
03034010,Environmental issues — Conditions/weather/phenomena — Wind — Sudden wind shift
03034015,Environmental issues — Conditions/weather/phenomena — Wind — Tailwind
03034020,Environmental issues — Conditions/weather/phenomena — Wind — Windshear
03034025,Environmental issues — Conditions/weather/phenomena — Wind — Variable wind
03034030,Environmental issues — Conditions/weather/phenomena — Wind — Updraft
03034035,Environmental issues — Conditions/weather/phenomena — Wind — Downdraft
03034040,Environmental issues — Conditions/weather/phenomena — Wind — Crosswind
03034045,Environmental issues — Conditions/weather/phenomena — Wind — Gusts
03034050,Environmental issues — Conditions/weather/phenomena — Wind — Microburst
03034055,Environmental issues — Conditions/weather/phenomena — Wind — High wind
03034060,Environmental issues — Conditions/weather/phenomena — Wind — Dust devil/whirlwind
03035000,Environmental issues — Conditions/weather/phenomena — Ceiling/visibility/precip — (general)
03035010,Environmental issues — Conditions/weather/phenomena — Ceiling/visibility/precip — Low ceiling
03035015,Environmental issues — Conditions/weather/phenomena — Ceiling/visibility/precip — Low visibility
03035020,Environmental issues — Conditions/weather/phenomena — Ceiling/visibility/precip — Haze/smoke
03035025,Environmental issues — Conditions/weather/phenomena — Ceiling/visibility/precip — Clouds
03035030,Environmental issues — Conditions/weather/phenomena — Ceiling/visibility/precip — Obscuration
03035035,Environmental issues — Conditions/weather/phenomena — Ceiling/visibility/precip — Rain
03035040,Environmental issues — Conditions/weather/phenomena — Ceiling/visibility/precip — Freezing rain/sleet
03035045,Environmental issues — Conditions/weather/phenomena — Ceiling/visibility/precip — Snow
03035050,Environmental issues — Conditions/weather/phenomena — Ceiling/visibility/precip — Drizzle/mist
03035055,Environmental issues — Conditions/weather/phenomena — Ceiling/visibility/precip — Fog
03035060,Environmental issues — Conditions/weather/phenomena — Ceiling/visibility/precip — Whiteout
03035065,Environmental issues — Conditions/weather/phenomena — Ceiling/visibility/precip — Sand/dust storm
03035070,Environmental issues — Conditions/weather/phenomena — Ceiling/visibility/precip — Below approach minima
03035075,Environmental issues — Conditions/weather/phenomena — Ceiling/visibility/precip — Below VFR minima
03036000,Environmental issues — Conditions/weather/phenomena — Light condition — (general)
03036010,Environmental issues — Conditions/weather/phenomena — Light condition — Bright light
03036015,Environmental issues — Conditions/weather/phenomena — Light condition — Low light
03036020,Environmental issues — Conditions/weather/phenomena — Light condition — Dark
03036025,Environmental issues — Conditions/weather/phenomena — Light condition — Flat light
03036030,Environmental issues — Conditions/weather/phenomena — Light condition — Glare
03040000,Environmental issues — Task environment — (general) — (general)
03041000,Environmental issues — Task environment — Physical workspace — (general)
03041010,Environmental issues — Task environment — Physical workspace — Positioning/available space
03041015,Environmental issues — Task environment — Physical workspace — Access to equipment/controls
03041020,Environmental issues — Task environment — Physical workspace — Visibility
03041025,Environmental issues — Task environment — Physical workspace — Air quality/dust/smoke
03041030,Environmental issues — Task environment — Physical workspace — Temperature/humidity
03041035,Environmental issues — Task environment — Physical workspace — Workspace lighting
03041040,Environmental issues — Task environment — Physical workspace — Noise
03041045,Environmental issues — Task environment — Physical workspace — Vibration
03041050,Environmental issues — Task environment — Physical workspace — Controls and displays
03041055,Environmental issues — Task environment — Physical workspace — Warnings/alarms
03042000,Environmental issues — Task environment — Pressures/demands — (general)
03042010,Environmental issues — Task environment — Pressures/demands — Time/schedule pressure
03042015,Environmental issues — Task environment — Pressures/demands — Financial pressure
03042020,Environmental issues — Task environment — Pressures/demands — Social pressure
03042025,Environmental issues — Task environment — Pressures/demands — Regulatory pressure
03042030,Environmental issues — Task environment — Pressures/demands — Equipment/operational
03042035,Environmental issues — Task environment — Pressures/demands — Personal pressure
03042040,Environmental issues — Task environment — Pressures/demands — Other pressure/demand
04010000,Organizational issues — Development — (general) — (general)
04011000,Organizational issues — Development — Design — (general)
04011010,Organizational issues — Development — Design — Equipment design
04011015,Organizational issues — Development — Design — Task design
04011020,Organizational issues — Development — Design — Design of document/info
04011025,Organizational issues — Development — Design — Policy/procedure development
04011030,Organizational issues — Development — Design — Interface design
04012000,Organizational issues — Development — Selection/certification/testing — (general)
04012010,Organizational issues — Development — Selection/certification/testing — Personnel selection/training
04012015,Organizational issues — Development — Selection/certification/testing — Equip certification/testing
04012025,Organizational issues — Development — Selection/certification/testing — Document/info verification
04013000,Organizational issues — Development — Manufacture/production — (general)
04013010,Organizational issues — Development — Manufacture/production — Equipment manufacture
04013015,Organizational issues — Development — Manufacture/production — Tool manufacture
04013020,Organizational issues — Development — Manufacture/production — Document/info production
04020000,Organizational issues — Management — (general) — (general)
04021000,Organizational issues — Management — Policy/procedure — (general)
04021010,Organizational issues — Management — Policy/procedure — Availability of policy/proc
04021015,Organizational issues — Management — Policy/procedure — Adequacy of policy/proc
04022000,Organizational issues — Management — Resources — (general)
04022010,Organizational issues — Management — Resources — Availability of personnel
04022015,Organizational issues — Management — Resources — Adequacy of personnel
04022020,Organizational issues — Management — Resources — Availability of equipment
04022025,Organizational issues — Management — Resources — Adequacy of equipment
04022030,Organizational issues — Management — Resources — Availability of facilities
04022035,Organizational issues — Management — Resources — Adequacy of facilities
04022040,Organizational issues — Management — Resources — Availability of documents/info
04022045,Organizational issues — Management — Resources — Adequacy of documents/info
04023000,Organizational issues — Management — Scheduling — (general)
04023010,Organizational issues — Management — Scheduling — Scheduling of personnel
04023015,Organizational issues — Management — Scheduling — Crew/personnel pairing
04023020,Organizational issues — Management — Scheduling — Equipment scheduling
04023025,Organizational issues — Management — Scheduling — Maintenance scheduling
04023030,Organizational issues — Management — Scheduling — Task scheduling/workload
04024000,Organizational issues — Management — Culture — (general)
04024010,Organizational issues — Management — Culture — Safety
04024015,Organizational issues — Management — Culture — Standard operating practices
04024020,Organizational issues — Management — Culture — Pressures/demands
04025000,Organizational issues — Management — Communication (organizational) — (general)
04025010,Organizational issues — Management — Communication (organizational) — Between individuals
04025015,Organizational issues — Management — Communication (organizational) — Within group(s)/organization
04025020,Organizational issues — Management — Communication (organizational) — Between groups/organizations
04030000,Organizational issues — Support/oversight/monitoring — (general) — (general)
04031000,Organizational issues — Support/oversight/monitoring — Training — (general)
04031010,Organizational issues — Support/oversight/monitoring — Training — Initial training
04031015,Organizational issues — Support/oversight/monitoring — Training — Recurrent training
04031020,Organizational issues — Support/oversight/monitoring — Training — Upgrade training
04031025,Organizational issues — Support/oversight/monitoring — Training — CRM/MRM training
04031030,Organizational issues — Support/oversight/monitoring — Training — Emergency proc training
04032000,Organizational issues — Support/oversight/monitoring — Oversight — (general)
04032010,Organizational issues — Support/oversight/monitoring — Oversight — Oversight of personnel
04032015,Organizational issues — Support/oversight/monitoring — Oversight — Oversight of operation
04032020,Organizational issues — Support/oversight/monitoring — Oversight — Oversight of maintenance
04032025,Organizational issues — Support/oversight/monitoring — Oversight — Equipment monitoring
04032030,Organizational issues — Support/oversight/monitoring — Oversight — Parts/tools tracking
04032035,Organizational issues — Support/oversight/monitoring — Oversight — Document revision tracking
04032040,Organizational issues — Support/oversight/monitoring — Oversight — Oversight of reg compliance
04033000,Organizational issues — Support/oversight/monitoring — Documentation/record keeping — (general)
04033010,Organizational issues — Support/oversight/monitoring — Documentation/record keeping — Operation records
04033015,Organizational issues — Support/oversight/monitoring — Documentation/record keeping — Personnel records
04033020,Organizational issues — Support/oversight/monitoring — Documentation/record keeping — Testing records
04033025,Organizational issues — Support/oversight/monitoring — Documentation/record keeping — Maintenance records
04034000,Organizational issues — Support/oversight/monitoring — Enforcement — (general)
04034010,Organizational issues — Support/oversight/monitoring — Enforcement — Personnel performance
04034015,Organizational issues — Support/oversight/monitoring — Enforcement — Operational procedures
04034020,Organizational issues — Support/oversight/monitoring — Enforcement — Regulatory requirements
04034025,Organizational issues — Support/oversight/monitoring — Enforcement — Equipment requirements
04034030,Organizational issues — Support/oversight/monitoring — Enforcement — Information design specs
04034035,Organizational issues — Support/oversight/monitoring — Enforcement — Company/organization policy
04035000,Organizational issues — Support/oversight/monitoring — Safety programs — (general)
04035010,Organizational issues — Support/oversight/monitoring — Safety programs — Availability of safety program
04035015,Organizational issues — Support/oversight/monitoring — Safety programs — Adequacy of safety program
04035020,Organizational issues — Support/oversight/monitoring — Safety programs — Adherence to safety program
05000000,Not determined — Not determined — (general) — (general)
